"live_in_england","first_name","middle_name","last_name","city","address_l1","address_l2","county","postcode","nhs_number","carry_supplies","reference_id","full_dob","session_id","csrf_token","phone_number_calls","phone_number_texts","contact","know_nhs_number","check_answers_seen","nhs_letter","basic_care_needs","dietary_requirements","medical_conditions","essential_supplies","updated_at","referenceid","unixtimestamp","created_at"
"yes","Worth","Grady","Rohan","Budworth Heath","5094 Rosenbaum Cliff Apt. 727","Jenkins Plain","Cheshire West and Chester","S63 6BT","9580096555","no","20200520-805171-90229B","2006-09-21","a4e8ce3568964c93839910cfacecf42d","f6958ac22c1d41f5800525b89ae5e6f7","0068043626","+44(0)0675 951753","jt@psbdgmce.bsh","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1973-03-28 12:19:07","20200520-805171-90229B","1974-01-24 23:39:12","1978-11-07 22:05:32"
"yes","Spencer","Ellwood","Rodriguez-Hansen","Stanwix","049 Jeffery Spur Apt. 674","Sibyl Cliff","Cumbria","BT667SY","4275590639","no","20200521-117881-A440C6","2006-11-02","7da4d3b057814b8c9fc607c804bed073","12cb0918f7134aba82b41c6e09334edc","+44(0)3105342623","0266684666","koywd@wjvorube.guk","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2011-08-23 22:39:17","20200521-117881-A440C6","1989-05-10 03:21:38","1995-03-23 23:03:20"
"no","Arnetta","Karla","Kerluke","Twmpath-Mawr","7122 Dominick Ridges Suite 770","Connelly Land","Pen-y-bont ar Ogwr - Bridgend","CH4 0ER","4001369631","no","20200514-816387-B56354","2006-08-07","b26e56ef6b9c44dda9c2e309d6b6d5e1","b18392d65bc04d83886e1e4b23c1aabc","04802497157","01422 472788","mfsirno@gbyocm.aig","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1971-02-25 02:36:27","20200514-816387-B56354","1998-05-15 16:16:22","2001-03-27 10:04:18"
"no","Rosalinda","Grant-Wintheiser","Franecki","Marston Magna","36171 Zieme Springs","Klein Rest","Somerset","CA287NY","5139348533","no","20200422-383622-7914A6","2006-11-03","38736ba55f1048cb8649d4c78ce8f7ce","be1b936d78624e52b36b9da4479ca98c","(03841) 10805","(02605) 70616","phlaz@gt.aob","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2000-08-21 18:23:28","20200422-383622-7914A6","1982-07-10 19:46:43","1971-03-01 05:05:28"
"yes","Lavar","Fahey","Kerluke","Killerby","4870 Sada Plaza","Grimes Gardens","North Yorkshire","CW3 9AT","4588158816","no","20200509-815481-A1AE85","2005-07-31","6dff122359664cbab6e311be9181960a","2eea1aca375f4385b93566817c6a4c4a","+44(0)082556438","(03125) 39518","ce@dlxviqn.qcl","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1995-05-21 12:46:28","20200509-815481-A1AE85","2004-07-31 12:59:13","1993-09-19 15:36:28"
"yes","Kenneth","Mann-Kuhic","King","Tong","181 Bogan Square","Washington Common","Shropshire","B61 0WH","3112172548","yes","20200508-993424-FF3B79","2006-01-21","a4b287ebe7f042618ac2fd0aa3172769","7ab81dc2568f48f5bc0aba3f7e06ea0c","0480420937","07832708933","eb@p.std","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1988-09-21 09:36:27","20200508-993424-FF3B79","1978-11-25 01:05:56","1993-08-08 19:27:54"
"yes","Andria","Gerlach","Casper","Penhole","64152 Jaunita Drives Suite 358","Loyd Pines","Cornwall","RG1 3PT","2358947954","yes","20200427-343179-F990CB","2006-08-01","5bbc3606c18147c9bb45f9c6241deb46","36d4b740c83846f7b814c0400c691afc","+44(0)653530837","03378 99070","cnylgs@w.vls","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1972-06-02 19:25:00","20200427-343179-F990CB","1982-05-16 23:42:56","1976-06-19 07:46:14"
"yes","Darryle","Anika","Hessel","Coed-talon","69129 Hermiston Route Suite 043","Farrell Loop","Sir y Fflint - Flintshire","WA168XT","4397745648","yes","20200512-129214-05D50D","2006-02-28","b9c69ab4852b43a09cb61e9a24fd75f6","2a65da45510c43ba8275ced6586a2bfa","+44(0)6837 08693","03574 856605","anp@auvk.fkt","YES, I KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2012-05-22 01:05:43","20200512-129214-05D50D","2006-09-25 07:00:56","1997-08-01 20:38:42"
"no","Love","Waelchi","Bailey-Ritchie","West Lyn","01114 Marks Harbor Apt. 903","Mitchell Views","Devon","TA7 0JS","8107880741","yes","20200519-923539-2F8240","2006-07-10","fbe3218c250d4940a6429b4f5ccff757","b32a448bb0db4257b1ddee6b69fbde12","02587 258874","+44(0)1640 491487","bkax@dxn.ptb","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2016-01-13 00:37:05","20200519-923539-2F8240","2011-03-23 09:47:34","2005-11-03 18:59:26"
"no","Sylva","Schuppe","Kuhlman","Easthorpe","788 Laurene Villages","Fay Wall","Nottinghamshire","SK4 2BE","7951385458","no","20200423-368248-9E601A","2006-09-24","2d8675d8a6cf427ea942f11806b0c363","a8a96f8c0beb405ca52f0e24583533c5","06908 193403","0666781448","sbzl@cvaiks.qbr","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1972-01-11 02:59:17","20200423-368248-9E601A","1977-11-29 23:49:54","1990-03-08 09:23:18"
"yes","Chris","Ritchie","Marquardt","Badluarach","9952 Erdman Route","Kimberlee View","Highland","SO9 4LA","6330593184","yes","20200426-464797-2B5707","2007-01-14","74d0fb2ec13a4308ad1481410ce3a6ec","a36aa5be26434f2eb228555905d8fb01","0143735496","(07559) 287630","ix@rhm.inl","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1996-02-18 07:54:57","20200426-464797-2B5707","2012-07-25 04:13:09","1990-10-26 14:12:02"
"yes","Suzanne","Elisa","Shields","Boreland","88267 Lisette Haven Apt. 589","Annamae Knolls","Fife","TS176SB","5688007741","yes","20200520-584342-D0FEE1","2007-03-05","2e8a6cf5ea3f445b9a0944a9356bd835","c341ac423cac4c02b2f0d546d5e16710","02688 410836","+44(0)0428 913801","ycjmg@xmawlcst.cks","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1976-01-30 13:24:30","20200520-584342-D0FEE1","1974-01-27 02:53:48","2006-05-28 04:33:41"
"yes","Boysie","Hills","Stracke","Bullhouse","40677 Filomena Junctions Suite 946","Ozie Mountain",NA,"SK8 4WU","9169069108","no","20200506-468631-8CB521","2006-06-13","5a9cb415c6e34de69ba15cf767e2c241","f9db26852a0c4a128e0519d7f2839c57","03012102210","(02681) 569635","lj@actwi.ruw","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2002-06-03 14:42:37","20200506-468631-8CB521","1972-07-04 13:22:49","2013-02-04 09:22:13"
"no","Mauro","Volkman","Wuckert","East Holywell","4191 Kuhn Ways Apt. 084","Kutch Burg",NA,"DH2 3TR","6642756593","yes","20200510-186813-FB7B62","2005-11-25","714f6e0ab2154b709b18328593ad2909","c8670d914e954f2b9405ee82d880f514","+44(0)186194503","+44(0)1142 411421","zbglp@f.prk","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2005-07-15 17:50:04","20200510-186813-FB7B62","2000-03-29 12:17:23","2003-10-11 07:11:55"
"yes","Darian","Rau","Kshlerin","Pleck","359 Casey Estate Suite 335","Daulton Bypass",NA,"TN221UJ","9788803877","yes","20200514-362530-D44F18","2006-06-29","49a3982f887c410195155212624771d4","48a56ef0e81f4a428572b4b70353f94d","+44(0)7000 00013","08285 81850","xdhpflm@pf.oul","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1988-11-19 08:34:50","20200514-362530-D44F18","1993-03-01 15:48:20","1983-03-02 11:13:33"
"no","Sammy","Greenfelder","Runolfsson","Sellan","494 Cremin Pine Suite 599","Tyquan Manors","Cornwall","G12 9ET","9490081393","yes","20200430-182366-EE4343","2006-06-11","fa5a6a8f476e4b48bb245655bf5b49de","4fbf0d6fe3574962821324f133e75398","(08570) 174250","00248 698296","smzd@olji.jxw","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1998-07-30 08:49:35","20200430-182366-EE4343","2000-05-12 14:23:46","2016-07-19 16:58:42"
"yes","Gustaf","Hoppe","MannI","Marden Ash","69621 Zemlak Loop","Lloyd Parkways","Essex","CH609HP","7609334613","yes","20200505-970395-1CA8A3","2005-11-11","6c88abaaf3bd47b6acd0c66498389aab","370b7dc7d6a94b1dbc2089f01aec0d81","(01396) 842233","(04928) 39188","k@rmbdjahop.prc","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1983-09-21 15:48:52","20200505-970395-1CA8A3","2017-09-29 01:29:19","2009-03-20 10:53:37"
"no","Vennie","Kemmer","Stamm","Adfa","39926 Reilly Ways","Ida Cliff","Powys - Powys","WF2 6LX","5331293150","yes","20200518-846810-7172BE","2006-03-11","fcd6cde9199844b5972b65c2885771a0","0ea97aaba5ca47fda4eb0e2acbfaa3b7","05024 741576","09885084409","gubxw@mthfy.ond","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2016-08-30 10:50:16","20200518-846810-7172BE","2005-01-01 20:51:31","1990-02-08 06:18:45"
"no","Claus","Sporer","Conn","Shocklach","5994 Molly Row","Cassin Place","Cheshire West and Chester","PE7 2LX","9190373894","yes","20200517-204059-ED524A","2005-11-20","6f41ffc964334a2084a412b86c4781d8","928533d13f7c4997898e78fcf1d76485","+44(0)556785363","+44(0)095164719","dtwgaz@u.soz","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1997-10-21 10:07:23","20200517-204059-ED524A","1991-02-18 01:20:04","1973-04-20 22:57:05"
"no","Hamilton","Johns","Murphy","Madeley Park","821 Mills Creek","Fadel Avenue","Staffordshire","M10 9QL","2160690216","no","20200426-280600-D5003F","2007-05-03","2defe4725aad46388154740ac61ace5d","22d55b46b4dc42b3af63c1c7b9f4db2b","+44(0)347734070","+44(0)7113116101","yabt@vy.nhe","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1980-02-28 18:34:50","20200426-280600-D5003F","1989-01-09 02:25:42","2005-02-13 16:31:14"
"no","Garnet","Davis","Kilback","Pennygate","214 Maurine Path Apt. 992","Linton Mountains","Norfolk","LN5 0SL","3739614450","yes","20200512-867600-C3CF5A","2006-09-14","e402e5653d57483c9ad5f15f8b2ca77c","20c0621c161f45e799982106965c5373","+44(0)9602 83744","09820795506","lcgedytaxq@gzawbyfrhc.svu","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1976-08-08 17:44:19","20200512-867600-C3CF5A","1973-04-13 19:32:56","2016-04-06 10:16:14"
"yes","Yvette","Hyatt","Hahn","Little Earnock","152 Simonis Ranch","Dwan Burg","South Lanarkshire","PR5 3QJ","4660311050","yes","20200517-573630-F55C11","2007-02-13","6660fc700b23470c813e9c1a7128a161","dc216fc6481d4365af1bca4f5209bdf3","+44(0)9724 983517","(08754) 625825","akszjwvyp@gt.glv","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2010-08-24 11:46:32","20200517-573630-F55C11","2001-03-05 01:58:38","2011-06-26 16:51:42"
"no","Lynn","O'Kon","Armstrong","Montgarrie","8369 Osinski Point","Schaefer Corner","Aberdeenshire","HP157AS","6531017655","no","20200504-944440-4E7F0B","2006-03-14","943f8ef2199a4a05be2b76f2d67cdf40","c797099f29034cddab380c8e36e48e4c","+44(0)2100 487087","+44(0)5302317825","ntyjlfk@uqcpga.oid","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1996-01-15 16:03:28","20200504-944440-4E7F0B","1979-04-19 00:10:24","1980-05-21 02:08:07"
"no","Shaquana","Schultz-McLaughlin","Hayes","Newtown","9965 Samir Well Suite 010","Dandre Light","Somerset","HP137JB","2176957891","yes","20200519-492282-2B9370","2007-03-16","d6fa869052fc4bb89972618abb644d62","8570916ea5864bfe8ed44433264ae787","+44(0)748698323","+44(0)714297214","dvmuwr@qjoyv.vxa","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1972-12-10 21:16:49","20200519-492282-2B9370","1994-09-03 10:13:38","1986-05-11 00:05:48"
"yes","Ed","Bernhard","Renner","Holy Cross","87611 Stamm Pine","Schinner Neck","Worcestershire","M20 1FY","4461555493","yes","20200427-474892-19A409","2006-02-15","cf4d483d482444ec9d95b9e482f3f9c0","f4a2de426ac94bd6aa6a9ce18793b2d9","+44(0)3496 91688","+44(0)709603532","xkfosetb@mi.lxf","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1985-08-26 02:34:10","20200427-474892-19A409","1971-09-21 13:53:20","2012-10-23 17:39:55"
"yes","Electa","Padberg","Kuhlman","Bradwall","194 Carey Meadow","Bashirian Glen","Cheshire East","NG174JL","5573607918","no","20200427-144386-8C758E","2006-12-31","6321254e265141dc850a46afc15592ce","faa0f0de12ea4e7aa2dc3048b2cee792","03774163269","0176045979","pobjazn@bayxsizjl.xfj","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2016-06-05 18:15:52","20200427-144386-8C758E","1992-06-28 10:21:45","1991-06-23 01:46:13"
"no","Susana","Pouros","Kunze","Kemble","023 Leannon Shores Apt. 227","Sheridan Circle","Gloucestershire","B61 0RF","9367379989","yes","20200516-999521-D02DB2","2006-10-08","7a9a28a976704b29aaadef648913885e","f728b38678e04b1f84d58fd0d379d98b","+44(0)1707723702","(03249) 405807","gmxwp@ydecuzm.mor","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2008-10-20 07:46:42","20200516-999521-D02DB2","1981-02-08 06:36:05","2015-08-16 04:13:00"
"no","Tommie","Sanford","Johnson","Merriott","81933 Pacocha Viaduct","Garnet Village","Somerset","B77 2EG","3883115062","no","20200512-517781-452127","2006-08-22","7fe641f390454e068f70843f48380691","8655ae77d6134bebb0faceff8adea462","06862136371","0417855516","jriokwnqt@ymezgli.ohm","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1992-10-08 18:35:02","20200512-517781-452127","1981-09-06 10:43:02","1984-05-12 02:14:50"
"yes","Nellie","Ullrich-Jaskolski","Schowalter","Penmaen","95527 Kellie Fork","Orn Mall","Caerffili - Caerphilly","OL165LJ","7288276906","yes","20200510-620185-1EC19D","2005-10-14","0dc0f646019349038a4f7ccf606b9a8e","2c11317da4a54fd7bff746360cf5ca14","00800890520","+44(0)5971 681416","rxwvsza@dvpsgkibr.edz","YES, I KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2008-02-24 17:37:09","20200510-620185-1EC19D","2011-09-27 10:14:00","1981-02-06 16:20:46"
"no","Daija","Rau","Rosenbaum-Carroll","Longnor","231 Gislason Cliffs Apt. 603","Rolfson Run","Staffordshire","L37 3LL","2000932759","yes","20200428-932750-2EFD8D","2006-12-03","7c69ecc69bc1437b8469d4e49b1edd97","511b813ef8e0465ca2fe6a252d85d363","+44(0)3240 55653","+44(0)5736529788","g@ng.fqy","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1974-05-14 11:01:33","20200428-932750-2EFD8D","1970-01-04 03:01:27","1982-03-08 06:13:07"
"yes","Dale","O'Conner","Mitchell","Appletree","794 Case Views Apt. 157","Len Unions","Northamptonshire","EH496SH","6875027543","yes","20200517-295480-343CB0","2007-03-09","d74363b78cf24adc90ca82aa903f0a78","002812fd8e844e0f87a57959fc042fa6","+44(0)7700876338","(00334) 15158","fahsepouw@kfl.zwd","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1986-09-17 10:56:13","20200517-295480-343CB0","2015-08-04 23:04:33","1979-02-22 10:07:42"
"no","Rosaline","Daniel","Hand","Hickling","5835 Metz Underpass","Torphy Via","Norfolk","OX167UZ","1958431179","no","20200510-967334-39E360","2006-04-12","db9aa57925a0427aaf03703c136949e6","bc836594935d4b4391db2ea54ab0a56a","(04774) 44495","00270 563112","giza@rodlcv.qgi","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1973-11-05 15:11:10","20200510-967334-39E360","2016-06-28 11:54:16","1970-01-13 00:26:03"
"yes","Greyson","Kautzer","Rosenbaum-Fahey","Minnigaff","190 Olena Parks","Torrie Groves","Dumfries and Galloway","G20 9NQ","6354603033","no","20200520-456939-E12414","2006-11-17","8c016be02d7e467baff2ccc0d4db130e","0d51e96f3ace464ab6c17d7a47e76c30","+44(0)4721 82286","(05715) 56318","mcbgtfev@i.dvg","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1983-04-08 15:16:00","20200520-456939-E12414","1977-01-06 03:27:43","2015-07-25 13:25:46"
"no","Christeen","O'Conner","Franecki","Hazlewood","08427 Efrain Shores","Franecki Stravenue","North Yorkshire","BS406AH","9897591452","no","20200505-590612-4804DF","2005-12-01","f08dfabbf5634b9cbeea09f1e9eb3cc5","bb69d890e47b4e9fa4c79a16dd48377b","(04657) 417733","+44(0)1733302814","xvgihpawoj@blkgf.hic","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2017-10-30 00:26:37","20200505-590612-4804DF","2019-02-19 03:17:38","1998-01-01 23:01:57"
"no","Deborah","Schmitt","Skiles","Fishers Green","2585 Borer Rapid","Wilda Roads","Hertfordshire","DE150AE","1116432455","no","20200430-876866-624F81","2005-09-10","a4060658f45a468082937927eb55653e","fa40e365fc7349deab49573fdb323237","(02452) 783098","0234688165","yg@mqysjc.scf","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2011-05-11 01:51:40","20200430-876866-624F81","2002-02-16 05:18:12","2014-12-09 14:44:46"
"yes","Dixon","Hudson","Ritchie","Parton","724 Conley River Suite 269","Kertzmann Union","Cumbria","B23 5RF","1560338648","no","20200507-100671-03053F","2007-03-30","f57eb3449b8945958a5db696197cfc8b","b6c6f013425f4e2aa68b5d8652e9ef18","(03279) 028654","+44(0)6695 039617","pdl@zd.vdc","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1985-04-24 21:04:11","20200507-100671-03053F","1986-08-27 13:04:09","1990-03-16 16:40:44"
"yes","Carlene","Ryland","Keebler","Strubby","1591 McClure Gardens","Jacquelin Plains","Lincolnshire","AB3 9DN","4275233675","yes","20200521-596515-5499CB","2006-11-13","3188b512d6cc489d884adad638a3c84e","68c6ab65d11547aa90e589e0bd084313","(02198) 44086","+44(0)2756965693","dakm@u.xfm","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1982-06-06 00:48:35","20200521-596515-5499CB","1970-10-03 16:14:46","2019-02-22 15:41:22"
"no","Robby","Mayer","FriesenI","Levenhall","24917 Conroy Passage Suite 115","Rosenbaum Mission","East Lothian","LE2 3WQ","7576576762","no","20200425-715797-ACF561","2006-06-15","f9cf37105fec4c429b79d9912683aa3d","8fd55e672c6d4585b27fa626c8c77b5d","+44(0)4221095629","(04214) 86284","vhmxcwrbt@tgh.xzr","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1978-03-01 09:09:43","20200425-715797-ACF561","2001-04-17 15:40:33","2016-10-14 21:04:40"
"no","Lue","Becker-Parker","Bechtelar","Lister Square","1237 Collier Crest Suite 423","Veum Unions","City of Edinburgh","RG158TA","6009189757","no","20200430-790914-3FC92D","2006-05-17","e274560d7041492585ba0ff1dee8d555","5c69de49913941eea6a2b77b59fc37d0","0504434319","(01282) 470443","iw@spvf.rkm","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2019-05-02 08:29:45","20200430-790914-3FC92D","1992-04-13 20:23:29","2015-06-28 23:49:49"
"yes","Lawson","Erdman","Upton","Moggerhanger","6355 Kovacek Bridge","Cronin Centers","Central Bedfordshire","CF5 3TD","7891608394","yes","20200428-356373-23B74D","2006-08-17","48fd20497741475aaddd3694ed33ce68","8680a68ffc11418fa42f1e74addad745","(06755) 481841","+44(0)1894015888","uomfltnych@mfw.tpb","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2003-04-01 23:10:05","20200428-356373-23B74D","2009-07-27 15:20:45","1974-05-16 03:14:34"
"yes","Fae","Witting","Lemke","Bottom Boat","2571 Tiarra Shoals Apt. 396","Red Brooks",NA,"CF149FF","4847391176","no","20200507-798643-357858","2005-12-22","1701af8d07674477ac14c86c135f9e25","081229bb71f14090ace149f64873b3f4","(08092) 737526","0404808787","v@diumcvjag.srp","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1974-10-23 07:26:30","20200507-798643-357858","1990-11-08 20:48:03","1981-01-31 09:20:28"
"yes","Nelle","Watsica","Wintheiser","Yawthorpe","126 Delle View Suite 481","Britt Gardens","Lincolnshire","OX6 7HJ","1320371891","no","20200520-514416-8A0BA9","2006-08-16","f403cd5fcd48458ea1a96fdbdf40ae69","39a498704d0446018cb6c56dd0ab24d1","(04937) 89324","+44(0)0613 77464","npdqykej@goh.wkr","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2012-12-07 02:37:48","20200520-514416-8A0BA9","1981-02-21 16:08:53","1972-09-01 02:34:35"
"no","Lue","Schinner","Gaylord","Raynes Park","0302 Kendall Circles Apt. 030","Hodkiewicz Ways","Greater London","KT211NL","3028132976","no","20200517-690833-0A2465","2007-02-20","f3471e9ea6c449e09696e0c876b9d2bd","16ee4d05c4e3421e8686e17c3a8cb0cc","05647 264085","(08938) 33821","zsmowlh@lyvkzcatpw.rzg","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1997-08-21 04:15:13","20200517-690833-0A2465","2001-01-03 18:56:40","1984-02-23 23:19:03"
"no","Mindi","Rutherford","Hodkiewicz","Llanfihangel y Bont-faen","5706 Feest Cliff Suite 870","Madaline Ramp","Bro Morgannwg - the Vale of Glamorgan","SY112LT","4003895188","no","20200426-476557-674F76","2007-04-23","9efaa5b0d1fd41d987d4a00559f3189e","66113783b58f4ab4813ee9fb4a598cce","+44(0)074425965","(09704) 46287","k@swmnpbafry.fgz","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1989-08-18 12:44:14","20200426-476557-674F76","2013-02-08 06:48:19","2017-08-27 17:05:35"
"no","Kenyatta","Hauck","Johns","Tangasdal","54148 Dickinson Views","Robel Light","Na h-Eileanan an Iar","B8  1HS","7565736228","yes","20200515-987700-3A42BA","2006-03-20","8e990be25a6d4133a8a59b55220c44b9","0100c606d9d34192b3fd370ace80fa97","+44(0)5228569923","(08785) 000867","cuqibypm@dnt.yoq","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1978-01-29 19:56:45","20200515-987700-3A42BA","2018-12-26 18:54:30","1970-10-21 11:04:56"
"no","Bulah","Anderson","Kub","Framingham Earl","81187 Cleora Branch Apt. 521","Fitzhugh Village","Norfolk","SE192HG","2555108723","yes","20200514-931971-BF144D","2006-04-27","f1930bb5f00947c6ac3f907bf411d846","5fcc89b8b6ca4c83986456ab7277f237","+44(0)5020 317028","(09766) 599316","wvjhse@opu.ybw","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2002-09-06 23:55:47","20200514-931971-BF144D","1976-04-19 09:59:11","1999-09-04 02:48:19"
