"Traced_NHSNUMBER","DateOfBirth","PatientFirstName","PatientOtherName","PatientSurname","PatientAddress_Line1","PatientAddress_Line2","PatientAddress_Line3","PatientAddress_Line4","PatientAddress_Line5","PatientAddress_Postcode","GPPracticeCode","Practice_Name","contact_telephone","mobile","landline","oslaua","ccg","Flag_Chemo_Radiotherapy","Flag_Respiratory","Flag_HaematologicalCancers","Flag_PregnantWithCongentialHeartDefect","Flag_Transplant","Flag_RareDiseases","gender","Flag_PDSInformallyDeceased","oscty","live_in_england","first_name","middle_name","last_name","city","address_l1","address_l2","county","postcode","nhs_number","carry_supplies","reference_id","full_dob","session_id","csrf_token","phone_number_calls","phone_number_texts","contact","know_nhs_number","check_answers_seen","nhs_letter","basic_care_needs","dietary_requirements","medical_conditions","essential_supplies","updated_at","referenceid","unixtimestamp","created_at","ivr_nhs_number","ivr_postcode","ivr_dob","ivr_customer_callling_number","ivr_current_item_id","ivr_transfer","ivr_fallback_time","ivr_nhs_known","ivr_contact_id","ivr_preferred_phone_number","ivr_phone_number_calls","ivr_postal_code_verified","ivr_delivery_supplies","ivr_carry_supplies","ivr_have_help","ivr_call_timestamp","ivr_umet_needs"
"8221750428","20060710","Adam","Larson","Grimes","475 Harris curve","New Susan","Allen viaduct","Underwood","Casnewydd - Newport","MK13 7LX","F86018","THE ECCLESBOURNE PRACTICE","020 85392077","09579 998883","07426284897","Casnewydd - Newport","10C","1","1","0","0","0","0","0","1","Underwood","yes","Adam","Larson","Grimes","Underwood","Flat 33rMarc canyon","Moss knolls","Casnewydd - Newport","TF5Y 8DL","8221750428","yes","20200406-303296-DDDC35","2006-02-12","73121ce4a954466fa008832de9e7a43e","78161a96c7214c4da93f38f5386d3312","+44(0)669428304","09509 760968","ytdvo@cjknzwyp.gxd","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1976-08-30 01:19:48","20200406-303296-DDDC35","1971-01-11 00:37:20","2003-03-16 13:42:52","8221750428","B1 7QF","2007-03-09","+44(0)654753465","67","TRUE","6","yes","18274514-4b50-40a5-9924-3c2d090dbdaf","(06674) 95171","+44(0)669428304","TRUE","FALSE","TRUE","TRUE","1989-03-04 11:46:22",NA
"9716389369","20060707","Onnie","Skiles","Schaefer","Studio 83fMitchell roads","Port Anna","Sylvia junction","County Oak","West Sussex","TA10 9RR","A91124","HONINGTON MEDICAL CENTRE",NA,"+44(0)6318 47767","+44(0)8580 263882","West Sussex","05H","1","1","1","1","0","1","2","1","County Oak","yes","Onnie","Skiles","Schaefer","County Oak","7 Gould place","Hayward gateway","West Sussex","L62 9PW","9716389369","yes","20200404-333858-BE591A","2006-08-18","464df1ef40ff4b688c3e9fd35c73b51b","b98efa752cf04c0295e8e372c09d04fe","+44(0)7762 45689","03626 93660","iapko@ft.rkl","YES, I KNOW MY NHS NUMBER","TRUE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1988-10-28 10:00:07","20200404-333858-BE591A","1995-11-29 07:35:59","1973-11-13 22:52:39","9716389369","G9B 6FP","2007-04-21","+44(0)6333 842725","32","TRUE","1","yes","cae3627c-0214-4589-ac8d-982e1056be18","+44(0)5614 10657","+44(0)7762 45689","FALSE","TRUE","TRUE","TRUE","1991-04-27 12:11:47",NA
"6173360436","20060715","Kaylynn","Smitham","Crona","9 Jones fort","North Joe","Laura loop","Shepeau Stow","Lincolnshire","TW11 9BS","E86003","KINGSWAY SURGERY","020 87564388","01570412310","(01976) 088944","Lincolnshire","15D","0","0","0","0","1","0","0","0","Shepeau Stow","no","Kaylynn","Smitham","Crona","Shepeau Stow","Flat 8Alexander falls","Graham viaduct","Lincolnshire","S94 1HD","6173360436","yes","20200325-653085-5C9CFE","2006-04-26","0776c7e5e4b74614995e722cc7d0c512","993a55724f0b4249959b020669afaf81","0540507512","01090 663898","irbznxhec@lizq.umo","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2016-09-01 23:34:00","20200325-653085-5C9CFE","1992-06-29 23:27:18","1973-02-24 16:26:57","6173360436","B98 1HN","2007-04-17","+44(0)557809797","74","FALSE","7","yes","efc290d3-75c2-498e-a0dc-a9fa4a861e06","+44(0)0569 57872","0540507512","TRUE","FALSE","TRUE","FALSE","2003-11-06 21:35:43",NA
"3103246890","20061202","Maiya","Ryan-Morar","Fritsch","86 Ross views","South Anna","Ashleigh lights","The Sands","Surrey","BH12 4HH","F81001","DR KHAN & PARTNERS","01268 209269","(07132) 79301","07484 37447","Surrey","93C","0","0","1","0","1","0","2","1","The Sands","yes","Maiya","Ryan-Morar","Fritsch","The Sands","Flat 00eKathryn walks","Glover cliffs","Surrey","E16 8RL","3103246890","yes","20200404-344318-A482A9","2006-12-31","81403460235a4c0a94dfdc118756f75d","b2f8981cc4b04787a2acee30393ac104","(08036) 992135","09045 891358","g@cmpiaeg.tgn","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1986-03-26 22:37:32","20200404-344318-A482A9","1996-03-17 03:31:20","2010-11-13 02:10:39","3103246890","B8 5GR","2007-04-15","+44(0)1068629594","46","TRUE","8","no","977b30a2-d340-4fc0-8642-a2cd7dc67934","+44(0)0275 027927","(08036) 992135","FALSE","TRUE","TRUE","TRUE","1979-03-23 05:48:51",NA
"5468556499","20060815","Catina","Hegmann","Jerde","Studio 1Carol bridge","Potterbury","Melissa knoll","Hopedale","Staffordshire","EX20 2QF","Y04601","DERMATOLOGY GPSI (SUTTON)","020 82962746","+44(0)2431 416238","05291048416","Staffordshire","13T","1","0","1","0","1","0","1","1","Hopedale","yes","Catina","Hegmann","Jerde","Hopedale","014 Kate drives","Nicole river","Staffordshire","WA61 9PN","5468556499","no","20200411-549861-056866","2006-08-19","7593eb293fc54e90b7b6a9964a9d30f0","6c66daeeab35442d9a349ba044c931b8","04899 52785","07745100332","ozxkp@dtpwhjbm.pxj","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1983-03-12 22:28:12","20200411-549861-056866","1972-07-13 05:26:13","1975-12-04 19:16:11","5468556499","G94 7LH","2006-11-09","0148915068","7","FALSE","7","yes","82740856-a84a-4dfc-8e00-5d249059314a","+44(0)991169424","04899 52785","TRUE","TRUE","FALSE","TRUE","1988-02-15 10:22:22",NA
"8041729833","20050905","Burns","Collier","Little","Flat 2Glen forges","West Andrewtown","Moore crest","Vulcan Village",NA,"NE40 4BW","B87018","HENRY MOORE CLINIC","01977 552007","(04548) 602642","+44(0)158793490",NA,"06T","1","0","0","0","0","0","9","0","Vulcan Village","no","Burns","Collier","Little","Vulcan Village","5 Patel wall","Paul villages",NA,"SP3W 7TB","8041729833","no","20200331-125914-0E21D6","2006-11-19","78bb72feabdf4a659b269e5defa92793","5c01ca4e243a4d458011298e2dc3ba9e","0700392879","09708 438364","e@nirtaq.jqu","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2003-11-09 12:33:04","20200331-125914-0E21D6","1990-04-19 09:14:20","1986-01-02 18:49:37","8041729833","IV3A 3DE","2006-12-07","07977176303","2","FALSE","4","no","3cfdeeb1-d4f4-4be1-8b30-c1b3de43117e","0199839702","0700392879","FALSE","FALSE","FALSE","TRUE","1974-09-14 12:57:59",NA
"7842018932","20070331","Deana","Littel","O'Reilly","Studio 4Paul stravenue","Harrisland","Watts burg","Shootrough","Shropshire","AL5 1GD","B81683","ST ANDREWS BRANCH SURGERY NEWINGTON","01482 344177","+44(0)3070 891727","+44(0)482531109","Shropshire","07H","1","0","0","1","1","0","0","1","Shootrough","no","Deana","Littel","O'Reilly","Shootrough","848 Lynch views","Brady field","Shropshire","SS5 3UR","7842018932","yes","20200414-920089-619788","2005-07-28","5e87436300f34ffda945aa228ba52b4f","9e98311ee1214efd87d68b697568c027","+44(0)353886205","+44(0)4847 569690","xeubgmr@yg.mbp","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2010-08-18 13:27:13","20200414-920089-619788","1997-05-28 16:56:30","2003-11-30 07:26:22","7842018932","EH3 1TQ","2007-01-21","0395046156","36","TRUE","2","yes","6ce68460-c644-45a7-9b34-f1d01f5e2790","+44(0)228218536","+44(0)353886205","TRUE","FALSE","TRUE","FALSE","1994-11-29 21:36:29",NA
"8737075824","20060421","Carson","Oberbrunner","Labadie","Flat 67Bell fords","South Dominicton","Martin shore","Gelligaer","Caerffili - Caerphilly","HP13 6DA","M81014","GREYFRIARS SURGERY","01432 265717","+44(0)8318961773","0095706843","Caerffili - Caerphilly","02Y","1","0","0","1","0","1","2","1","Gelligaer","no","Carson","Oberbrunner","Labadie","Gelligaer","372 West port","Stephanie groves","Caerffili - Caerphilly","N7A 7FZ","8737075824","no","20200323-745685-B4F4AC","2007-03-24","49b1f5481fa349d3a812d290c840ee67","8d1c516fe1974be4b3cf9557cfe2da1f","+44(0)724965916","+44(0)4042357572","q@ukjlpa.vhl","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1986-06-01 07:03:38","20200323-745685-B4F4AC","2007-10-09 18:07:01","1985-05-02 07:04:46","8737075824","E78 4DZ","2005-09-19","09377 45185","35","TRUE","5","yes","42aa8a20-b7e7-499a-b4f4-919629227d41","+44(0)494806904","+44(0)724965916","TRUE","FALSE","TRUE","TRUE","1997-01-03 20:06:38",NA
"8557970752","20060710","Jaeden","Jose","Gislason","98 Richards parkways","East Wayne","Mandy crossing","Lower Wick","Gloucestershire","CF34 0TG","Y01013","DERMATOLOGY SPECIALIST NURSE","0117 3302505","0771715081","06634912799","Gloucestershire","06N","1","1","1","1","0","0","0","1","Lower Wick","no","Jaeden","Jose","Gislason","Lower Wick","Studio 93rElliott fork","Carpenter alley","Gloucestershire","DA4 3YS","8557970752","yes","20200406-540611-AAB9F7","2005-09-04","38fbe0116a564fe793dd1a74d13eb428","b6f9521926b0451a9ead0722f43e045e","08252 91580","+44(0)718098502","wvzln@mcsuxet.zon","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1978-07-08 18:55:52","20200406-540611-AAB9F7","1976-10-01 16:03:38","1980-01-11 06:34:50","8557970752","B88 5AY","2005-06-15","08299 96089","88","FALSE","0","yes","6bd747a0-29bf-4730-aea0-2afd30700060","(03023) 280836","08252 91580","TRUE","FALSE","TRUE","FALSE","2015-01-16 02:18:07",NA
"5237484630","20060523","Margaretta","Bernier","Fritsch","Studio 62lNatasha lake","New Graceport","Parker fords","Stansty","Wrecsam - Wrexham","CF32 8HA","Y02902","GP ACCESS CENTRE WIC","0330 1239309","+44(0)5204 86146","+44(0)8210288575","Wrecsam - Wrexham","05H","1","1","1","0","1","1","1","1","Stansty","yes","Margaretta","Bernier","Fritsch","Stansty","Studio 54Nicholas club","Louis stream","Wrecsam - Wrexham","L8H 1LY","5237484630","no","20200409-792570-2676A6","2006-07-23","9101fe8c524f42cebbe81aefcc850109","96c5f70d330f4d028ee3d4f4f7a29817","+44(0)5633 32385","0605810189","wdnthxlqcr@n.ifp","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1979-06-28 07:32:49","20200409-792570-2676A6","2013-05-08 01:24:27","1993-01-04 15:10:46","5237484630","HS8X 9UB","2006-03-07","0380431783","55","FALSE","5","yes","368e0b77-47ea-46a7-b6f7-11713f51fad2","+44(0)9135 726078","+44(0)5633 32385","TRUE","FALSE","TRUE","FALSE","2013-09-17 16:54:15",NA
"7670064107","20070307","Franc","Lockie","Kub","Studio 4Denis point","Robinsonberg","Clarke lights","Bexley","Greater London","BL9 5BB","W93016","DR JH REYNOLDS' PRACTICE","01495 290325","03691261599","05221882022","Greater London","72Q","0","1","0","0","1","1","9","0","Bexley","no","Franc","Lockie","Kub","Bexley","32 Nicole park","Abbie motorway","Greater London","BL5W 6QZ","7670064107","no","20200408-398661-2B8EA4","2005-10-15","6bc6ff1e470248e9b9ff9a48d3989813","b8aac2dcb9fe45068d76751a27c95294","+44(0)6987 718016","02593732638","szyxlgb@puvyrw.xls","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2011-01-19 05:46:16","20200408-398661-2B8EA4","1977-09-29 22:24:23","2007-09-07 00:34:51","7670064107","S4 9RB","2006-11-18","0646056303","29","TRUE","5","yes","ca046a4c-a5a6-4b0a-bfd6-f26a34b95d0b","0057814444","+44(0)6987 718016","FALSE","FALSE","FALSE","FALSE","2012-05-16 15:45:53",NA
"7464371322","20060604","Viviana","Thiel","West","27 Palmer views","Coopershire","Louis harbors","Short Heath",NA,"B44 9LQ","Y05533","HMP GUYS MARSH","01747 856400","(03352) 50573","08455 77026",NA,"26A","1","0","1","1","0","0","0","0","Short Heath","yes","Viviana","Thiel","West","Short Heath","17 Oliver circles","Caroline parkways",NA,"WF47 7QR","7464371322","no","20200405-487505-6EBCDF","2006-06-16","d0fd65ce85a74c319ecabce93dbc492d","c5517ca30b0e47939c3d0d5193ab8264","09356 93907","+44(0)2820659471","rpxwcedf@etbf.hgu","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1983-07-23 01:34:34","20200405-487505-6EBCDF","1979-07-31 11:53:36","1990-07-17 16:32:02","7464371322","NW80 5RB","2007-01-22","+44(0)6226670131","60","TRUE","6","no","fb2c9ec7-2c0e-4459-86ff-d27ccbdcd5a2","04064 146263","09356 93907","FALSE","TRUE","TRUE","FALSE","2014-11-14 11:37:40",NA
"5448689244","20050712","Williard","Pacocha","Windler-Padberg","Studio 4Jason mountains","East Liamberg","Leslie radial","Hayes Knoll","Wiltshire","SS11 7RH","W94033","LLYS MEDDYG","01286 880207","+44(0)337308448","06212 714751","Wiltshire","99E","1","1","1","1","0","0",NA,"1","Hayes Knoll","yes","Williard","Pacocha","Windler-Padberg","Hayes Knoll","Studio 77iButler bypass","Eric passage","Wiltshire","N39 3AW","5448689244","yes","20200324-176532-EC96D7","2007-02-25","bc2ddf6986d14b0f8e89adb967c717f3","1c9e2c086b974e49a7b3b96de159a02c","(03192) 34911","06993 635251","dayuekhqb@wpusfex.cxk","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2019-02-16 10:52:58","20200324-176532-EC96D7","1974-05-15 18:33:13","1991-06-21 11:52:21","5448689244","LE56 9TF","2006-09-14","09137369214","49","TRUE","9","yes","d78cac57-0ed4-4907-ae97-d19a8e4de437","+44(0)6773741919","(03192) 34911","FALSE","TRUE","FALSE","TRUE","2016-03-03 11:03:30",NA
"2906236535","20060628","Council","Anjanette","GislasonV","860 Hannah lock","Donnaton","Joel oval","Bodwen","Cornwall","BN25 4QA","H82044","DOLPHINS PRACTICE","01444 414767","04348 885665","+44(0)5723 010984","Cornwall","01E","0","0","0","0","0","1","2","0","Bodwen","no","Council","Anjanette","GislasonV","Bodwen","130 Rowley land","Roy extension","Cornwall","G53 5NY","2906236535","no","20200405-847156-566361","2006-08-27","11602c8823674353915563c9b485d3fc","391a10d952124c1caebfdec2861e41ed","0767173838","09237 79226","ohvlrdjzs@zaybrmjdhq.nvg","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2012-05-27 02:16:49","20200405-847156-566361","1973-06-09 16:49:04","2014-10-09 05:56:44","2906236535","L21 9ZE","2005-10-21","+44(0)7935 087586","33","FALSE","6","yes","90a6cc6e-2100-4628-9a4a-efbae8edc433","+44(0)2789 20455","0767173838","FALSE","TRUE","TRUE","TRUE","1973-04-04 12:23:14",NA
"8876758498","20051221","Milagros","Harrie","Funk","Flat 81Pearson forks","Stewartchester","Lawrence mission","Broxtowe","City of Nottingham","HG1 4QR","Y05947","NORTHERN HEALTH GPPO - JOLLY HIPC","0161 7409864","0573221794","05097 296231","City of Nottingham","00X","1","1","1","0","1","0","1","0","Broxtowe","no","Milagros","Harrie","Funk","Broxtowe","53 Porter street","Sharp junctions","City of Nottingham","G26 5SA","8876758498","no","20200402-289969-CE30A9","2006-01-28","dd3571753c7a4cc2aeed8b4b1ffc31ef","d044bed0867b497986962b9246f52b42","+44(0)5576 583829","(07967) 986766","leh@jxzrgtubm.lay","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1981-03-16 13:22:53","20200402-289969-CE30A9","1986-06-27 19:23:04","2019-01-20 12:49:06","8876758498","E9F 6HH","2006-06-13","0307554437","39","FALSE","3","no","c16bb402-533c-4faf-a9b2-ce3396d7fb3e","+44(0)2538774667","+44(0)5576 583829","TRUE","FALSE","TRUE","FALSE","1989-03-16 03:23:50",NA
"1863466455","20051202","Aline","Mills","Runolfsdottir","355 Joseph drives","Rosemouth","Helen shoals","Pontnewynydd","Tor-faen - Torfaen","NG8 5JT","W92049","THE SURGERY","01646 682146","07271682246","+44(0)1425 850648","Tor-faen - Torfaen","15N","1","1","0","0","1","0","2","0","Pontnewynydd","yes","Aline","Mills","Runolfsdottir","Pontnewynydd","97 Terry dam","Taylor oval","Tor-faen - Torfaen","DD9 2BX","1863466455","yes","20200416-731789-E2E0F9","2006-10-03","8e07d1daf25e4a4b9d0fe13c8dc17c68","f5314895e10743d0a58a84cdead70434","06805 620440","+44(0)627172016","wyocqlm@nfxoalm.dvr","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1982-03-06 09:04:27","20200416-731789-E2E0F9","2007-08-23 22:13:00","2002-01-30 01:42:41","1863466455","LN8 0RW","2005-10-30","00939 76088","6","TRUE","9","no","fe616c0b-bd5b-4828-9978-1b919307c8e2","(09740) 43140","06805 620440","FALSE","TRUE","TRUE","TRUE","1970-03-09 00:46:24",NA
"5900589331","20070330","Omarion","Gorczany","Mueller","3 Hunt fork","East Robin","Malcolm point","Coneygar","Dorset","MK40 9EB","Y06424","DMC NORTH KENT DERMATOLOGY - DGS","020 76351013","+44(0)745500541","+44(0)7462 438029","Dorset","42D","0","1","1","1","1","0","0","0","Coneygar","yes","Omarion","Gorczany","Mueller","Coneygar","509 Marian islands","Sean overpass","Dorset","LU43 0TL","5900589331","no","20200413-715948-A98872","2005-05-20","0b09909b2560467ea68f84d30e9b0534","895c1c924b7e4ba5aceeca305582ef91","(08504) 88302","03250888845","glqoncrua@aoiswgzt.iad","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2000-10-15 08:01:11","20200413-715948-A98872","1986-04-11 10:18:55","1994-05-06 09:34:15","5900589331","HP1 0PA","2006-09-26","(01658) 850897","71","FALSE","5","yes","0c9345f8-c021-443d-baee-e655d6b35c93","+44(0)9651 418342","(08504) 88302","FALSE","TRUE","TRUE","FALSE","1976-12-21 03:34:54",NA
"9091891315","20061105","Xander","Latesha","Brakus","Studio 96WBarker orchard","Greenburgh","Poole grove","Newfield","City of Stoke-on-Trent","WA16 0YA","B86682","GRANGE MEDICARE - MIDDLETON PARK","0113 2771627","(06104) 354608","+44(0)2396 865064","City of Stoke-on-Trent","05L","1","1","1","0","0","1","0","1","Newfield","no","Xander","Latesha","Brakus","Newfield","20 Glover well","Mitchell circles","City of Stoke-on-Trent","W8J 0JA","9091891315","yes","20200420-640509-A3679B","2006-11-11","fc57f1ace3164b8390cc28adad704f5b","3fa248743ede40bf92a9e913bcbdb51e","(07324) 612749","(03399) 37897","ndmhz@imar.wme","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1987-07-21 00:50:14","20200420-640509-A3679B","2015-12-25 04:21:17","1971-03-24 22:10:43","9091891315","NN8M 0JB","2006-12-23","(08120) 319067","87","FALSE","7","yes","5674eb04-d5d7-40ea-b2d5-a47d7bb1a5c6","+44(0)6898 319636","(07324) 612749","FALSE","TRUE","FALSE","TRUE","1985-11-25 21:01:21",NA
"3794847768","20061202","Lucile","Hayes-Hills","Hane","Flat 56AGray cove","South Elliechester","Browne curve","More","Shropshire","PL26 7RY","E85680","CLOISTER ROAD SURGERY","020 89924331","06245123733","(00336) 79105","Shropshire","07L","0","0","0","1","1","0","1","0","More","yes","Lucile","Hayes-Hills","Hane","More","Studio 9Kelly route","Newton valley","Shropshire","CB3 5NS","3794847768","no","20200407-525423-041850","2007-03-23","5d67285768ac44278c5570a03316887d","8e308bf4de54406abc6991a326945fb9","+44(0)142121446","05191613724","b@mlogsfx.swm","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2001-10-17 22:36:32","20200407-525423-041850","2003-12-19 16:58:49","2000-07-24 19:15:30","3794847768","N89 6UT","2005-08-15","08316 274345","64","FALSE","5","no","f5b94c01-d68d-4a08-92f6-9099904e5a18","01909 927668","+44(0)142121446","FALSE","FALSE","FALSE","TRUE","1990-12-20 06:15:19",NA
"5586519058","20051207","Reid","Audrina","Windler","Flat 7Patrick street","Lake Andreaburgh","Todd plain","Waterden","Norfolk","L15 4HT","C83655","METHERINGHAM SURGERY","01526 323955","+44(0)6724226174","(08907) 66745","Norfolk","99C","0","1","0","0","1","1","2","1","Waterden","no","Reid","Audrina","Windler","Waterden","165 Collins extensions","Pearson falls","Norfolk","W1D 5ZG","5586519058","no","20200402-151024-A2D0E3","2005-12-30","b836abcf030a44b29164c82173d523cc","225c093347514694b3667b55b5912e5f","+44(0)3552 33477","03262879900","orubmvt@juwigrpokz.jnf","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1979-12-14 02:30:07","20200402-151024-A2D0E3","2014-06-29 07:30:38","1978-02-13 00:27:20","5586519058","M57 6RH","2006-03-28","04229 272521","42","TRUE","4","yes","bce7a6e0-0ff6-42ef-abb0-4e178a4fd0a2","+44(0)118337033","+44(0)3552 33477","FALSE","FALSE","FALSE","TRUE","2000-10-07 17:45:25",NA
"7474978426","20060531","Jedidiah","Shanahan","Berge","53 Carol trail","Daviesville","Adams branch","Abertysswg","Caerffili - Caerphilly","NG5 8QP","Y00345","NOTTINGHAM TRAVELLER TEAM","0115 9797659","+44(0)5544 712794","08681 767250","Caerffili - Caerphilly","97R","1","1","0","1","1","0","2","0","Abertysswg","no","Jedidiah","Shanahan","Berge","Abertysswg","400 Allan lodge","Atkinson camp","Caerffili - Caerphilly","L5 5FL","7474978426","no","20200405-208486-7030F1","2006-08-08","c3711be1d5db481285a2fc78ec77bd1d","0b543c6927414ecc9ef2763cd558b785","+44(0)3474 537140","09868 014651","ctk@khulr.wzo","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1982-04-30 23:56:10","20200405-208486-7030F1","2006-05-30 22:57:40","1997-10-19 23:18:08","7474978426","OX1 9BP","2006-07-30","09688 90516","49","TRUE","6","no","521ba52d-5536-484d-a36e-edcab5dc7a62","+44(0)211296255","+44(0)3474 537140","TRUE","TRUE","FALSE","TRUE","1996-05-24 05:15:41",NA
"5506661095","20060710","Conner","Prosacco","Jenkins","Studio 53OAntony parkways","East Carolynshire","Scott crossing","Marlbrook","County of Herefordshire","SY4 5JU","Y02077","LEICS & RUTLAND OOH SERVICE","0116 2958439","+44(0)221240219","+44(0)244328799","County of Herefordshire","78H","0","0","0","0","1","0",NA,"1","Marlbrook","no","Conner","Prosacco","Jenkins","Marlbrook","Studio 26McLean forest","Reece roads","County of Herefordshire","W79 1XN","5506661095","no","20200331-242630-0AF4B7","2007-04-08","9e7b0a06dca94bf0afff84b635b2ce10","764ec293fb484ac092c198d2b6236be2","+44(0)1233 03439","(08696) 28864","meipaw@k.jpi","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2019-12-20 23:20:50","20200331-242630-0AF4B7","1982-12-15 13:26:27","2008-06-16 22:49:21","5506661095","N9U 9EZ","2006-02-07","+44(0)591291502","94","FALSE","7","no","65f2ee41-e051-4bb5-b2c2-0616977862ad","(01789) 374818","+44(0)1233 03439","TRUE","FALSE","TRUE","FALSE","1978-01-14 16:49:27",NA
"8680335644","20060922","Eustace","Hartmann","Krajcik","2 Shaw centers","Stanleychester","Ahmed plain","Llannarth","Sir Fynwy - Monmouthshire","LS11 8EH","M85081","THE DOVE MEDICAL PRACTICE","0121 4655739","+44(0)5429 018187","+44(0)1768616675","Sir Fynwy - Monmouthshire","07G","1","1","1","0","1","1",NA,"1","Llannarth","no","Eustace","Hartmann","Krajcik","Llannarth","Studio 74ODunn camp","Warren path","Sir Fynwy - Monmouthshire","ML75 7TE","8680335644","no","20200329-190833-44C04E","2007-01-12","f8b6cc1e180248fa98d458b1a6ec67c3","171c21309b3f4e079df8a4e382ac2486","(07969) 29563","(02278) 747356","hcixypa@odwqampnc.dcm","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2004-04-11 03:49:33","20200329-190833-44C04E","1993-04-25 17:03:18","2011-10-23 05:43:27","8680335644","DD73 4JE","2006-01-01","00664 60647","33","FALSE","2","no","39e870e0-9613-45a8-9a19-15612ab7333e","+44(0)8012 551399","(07969) 29563","FALSE","FALSE","FALSE","TRUE","1972-07-20 13:55:18",NA
